AMI,ARI,NMI,accuracy,aic,bic,completeness,f1_score,homogenity,init,mutual_info,n_clusters,precision,recall,silhouette,time,v-measure
0.007495202036678697,-0.022861368579182025,0.008401196590023537,0.48,9253.99078502416,9337.422624766856,0.008493822784892425,0.4749116607773851,0.008309580495340769,gmm-em,0.0050760260896552944,2,0.46993006993006997,0.48,0.07278646888078547,0.08521604537963867,0.00840069157029047
0.002342597442949651,-0.025065062770124706,0.004143384736788583,0.324,8724.715617767335,8852.317255020871,0.003539487162936967,0.3059046750196531,0.004850317655286358,gmm-em,0.002962885909241028,3,0.6220845481049563,0.324,0.07675758458966929,0.07888007164001465,0.004092499753930655
0.006457449008336058,0.00516514968738619,0.011303393270978282,0.237,8361.055412296137,8532.82684706051,0.0075492813667248715,0.3116451706990873,0.016924352561762647,gmm-em,0.010338482815372085,4,0.4916506443566826,0.237,0.20737930894815318,0.0831449031829834,0.010441171083275505
0.015055768030789098,0.0026243064854681746,0.025390046080442166,0.169,8023.766693334764,8239.707925609977,0.01640981029819631,0.24419041843541542,0.039284697888179364,gmm-em,0.02399761955690003,5,0.44,0.169,0.09985516362725859,0.13851594924926758,0.023149659130114228
0.014771504970970205,-0.009279716279253537,0.026007821376571563,0.135,7788.86769113126,8048.978720917313,0.016382849601610572,0.2173076923076923,0.04128749205444432,gmm-em,0.025221055017435087,6,0.5658170914542728,0.135,0.07109906113904191,0.15548419952392578,0.0234576995152806
0.015138929793979405,-0.011360148556204182,0.02733484972799901,0.06,7579.502075618999,7883.782902915891,0.01703476500843842,0.09222823413674373,0.04386288917294451,gmm-em,0.026794273180741887,7,0.41208791208791207,0.06,0.05302670221207229,0.23163676261901855,0.02453933635692367
0.014930729967139024,-0.0013591722884476942,0.028813728280610025,0.243,7406.882505096224,7755.3331299039555,0.01688880271406599,0.30241176768810696,0.04915866159875032,gmm-em,0.030029271507473303,8,0.7383115111838516,0.243,0.09496608623515478,0.20505404472351074,0.02514043335552315
0.011123927100041509,0.006608771922201198,0.023961757624864362,0.086,7348.327371304829,7740.9477936234,0.013065220601346156,0.1464346939721077,0.043946125824587075,gmm-em,0.026845119479852908,9,0.5445590994371482,0.086,0.15107888497768623,0.20725202560424805,0.020142159919646088
0.019048092916139826,-0.003892044614550637,0.038378645588540955,0.259,7155.766755355535,7592.556975184945,0.02129833414772597,0.34238325281803544,0.06915660290587085,gmm-em,0.04224529996658221,10,0.5494736842105262,0.259,0.11072145759487886,0.23012399673461914,0.032566944053879374
0.013475597440510275,0.005615231580036003,0.02989150369498091,0.072,7027.791504110153,7508.751521450403,0.015736699957490684,0.12174694969079058,0.0567782314945739,gmm-em,0.034683794753844054,11,0.4791162790697674,0.072,0.1495321084233522,0.24963903427124023,0.024643255540762653
0.017608700487986986,0.009685025102780133,0.038839303934916636,0.142,6852.752877391864,7377.8826922429525,0.019975159198311304,0.2286516368662002,0.07551837335425886,gmm-em,0.0461314784313702,12,0.7016121809225258,0.142,0.14124664596987396,0.27455592155456543,0.03159358523716548
0.017810318033087212,0.0055278497786685424,0.03991033218262732,0.079,6667.555804306944,7236.855416668872,0.02034815665590244,0.14105069124423963,0.07827906192503295,gmm-em,0.04781788452834703,13,0.6773333333333333,0.079,0.1266257761172893,0.21315288543701172,0.03230010209850028
0.01780940873778253,-0.0016998648066795044,0.04109011239289793,0.107,6578.385646622106,7191.855056494873,0.02042369625049916,0.1860466398368157,0.08266854910847585,gmm-em,0.050499265553039775,14,0.8050497866287339,0.107,0.12863395504563147,0.22650599479675293,0.03275507930944479
0.018937934210212472,0.00031542872867754157,0.04431862004633879,0.034,6446.096074407924,7103.735281791531,0.021657553634467412,0.062221902224782195,0.09069076387675966,gmm-em,0.05539975017840192,15,0.4898617511520737,0.034,0.14679974916182323,0.23392009735107422,0.034965189089110546
0.01773071079885212,0.005582798475011253,0.04246751427578872,0.046,6318.449613576286,7020.258618470732,0.020618019201047586,0.08405670936450692,0.08747153405855226,gmm-em,0.05343323760234837,16,0.5465909090909091,0.046,0.15570218970388397,0.22480368614196777,0.03337028814307073
0.018747314519244974,0.005008940779583274,0.04534040796675218,0.072,6241.088735993759,6987.067538399044,0.021751281433986795,0.1314868804664723,0.09451179236637394,gmm-em,0.05773388007984202,17,0.8005813953488372,0.072,0.14236177896035768,0.2583160400390625,0.03536380946062938
0.02014935058417852,0.0004007579477724163,0.04900020975374189,0.076,6023.4445900823575,6813.593189998482,0.023281904597694587,0.13512467342150647,0.10312818463092815,gmm-em,0.06299732652676011,18,0.6165056360708535,0.076,0.1304137245044829,0.32242512702941895,0.03798779940054097
0.022205830996816812,0.0005803198690371565,0.05421937039227925,0.045,6001.714813342788,6836.033210769751,0.025425328825781635,0.08137164040778498,0.11562250171389053,gmm-em,0.07062965881129646,19,0.5080100125156446,0.045,0.15033952411426071,0.3626737594604492,0.041684301197504964
0.0208567525672243,0.008216558088737405,0.05138039920203408,0.021,5979.044400268928,6857.532595206731,0.02434789974497734,0.040062535483378944,0.10842600182403705,gmm-em,0.06623357392884299,20,0.43787878787878787,0.021,0.13234573503715036,0.29738473892211914,0.03976602918139255
0.022553665984003043,-0.0005565512856681776,0.055856144598675966,0.055,5873.432190007172,6796.090182455813,0.02614103278461976,0.10257774140752865,0.11934910587250461,gmm-em,0.0729061082596831,21,0.775,0.055,0.12389503168427841,0.3603980541229248,0.04288825233414432
0.018570724513166603,0.009538324564948351,0.04891732238866719,0.04,5876.813168243334,6843.640958202815,0.02208421981754902,0.07238095238095238,0.1083535868346728,gmm-em,0.06618933819690669,22,0.52,0.04,0.1853617742866228,0.33928489685058594,0.03669035061371204
0.01983253158759533,0.008874977803558533,0.052313284648975056,0.033,5720.210770718816,6731.208358189137,0.023449701239283558,0.06157246655740697,0.11670424807716236,gmm-em,0.07129045904849692,23,0.5178861788617886,0.033,0.17966834818688157,0.3194692134857178,0.039052481419352525
0.019990176964390753,0.0011651909375520314,0.05282131471195638,0.041,5560.706072575564,6615.873457556723,0.023834301133341812,0.0773223849521078,0.11706201378803925,gmm-em,0.07150900534977091,24,0.8136653895274585,0.041,0.16351406498724158,0.3828449249267578,0.03960488660695471
